ping 4170 
 loc 15.957991 146.034028
 Tx roll -1.054242  pitch 2.045459 heave -0.542000 heading 215.529534
1970 time 1304827266.555000
YMD time  2011 128 Sun May 8 04:01:06 0.555
 Transmit sector  0
----- tilt_angle        - -1.910000
----- focus_range       - 146.700000
----- signal_length     - 0.000300
----- tx_time_offset    - 0.000400
----- center_frequency  - 73000.000000
----- mean_absorp_coeff - 2036
----- waveform_id       - 0
----- sector_id         - 0
----- signal_bandwidth  - 5000.000000
 Transmit sector  1
----- tilt_angle        - -2.910000
----- focus_range       - 101.100000
----- signal_length     - 0.000300
----- tx_time_offset    - 0.000000
----- center_frequency  - 89000.000000
----- mean_absorp_coeff - 2856
----- waveform_id       - 0
----- sector_id         - 1
----- signal_bandwidth  - 5000.000000
 Transmit sector  2
----- tilt_angle        - -1.910000
----- focus_range       - 146.400000
----- signal_length     - 0.000300
----- tx_time_offset    - 0.000800
----- center_frequency  - 73000.000000
----- mean_absorp_coeff - 2036
----- waveform_id       - 0
----- sector_id         - 2
----- signal_bandwidth  - 5000.000000
 beam    across    along    depth  samp#  TWTTsec    SLR  RxStr sc# TxStr  shotdelat cenFQ
 230      22.47    16.60   -97.64   1709 0.123056  184.6 -13.62   1 -2.91  0.000000  89000 
 231      23.27    16.59   -97.62   1713 0.123344  185.0 -14.09   1 -2.91  0.000000  89000 
 232      24.06    16.58   -97.64   1717 0.123632  185.4 -14.55   1 -2.91  0.000000  89000 
 233      24.87    16.57   -97.66   1721 0.123920  185.9 -15.01   1 -2.91  0.000000  89000 
 234      25.67    16.56   -97.67   1725 0.124208  186.3 -15.47   1 -2.91  0.000000  89000 
 235      26.46    16.54   -97.69   1730 0.124568  186.9 -15.92   1 -2.91  0.000000  89000 
 236      27.26    16.54   -97.70   1734 0.124856  187.3 -16.37   1 -2.91  0.000000  89000 
 237      28.07    16.52   -97.69   1739 0.125216  187.8 -16.83   1 -2.91  0.000000  89000 
 238      28.85    16.51   -97.69   1743 0.125504  188.3 -17.27   1 -2.91  0.000000  89000 
 239      29.64    16.50   -97.66   1747 0.125792  188.7 -17.72   1 -2.91  0.000000  89000 
 240      30.45    16.49   -97.70   1753 0.126224  189.3 -18.16   1 -2.91  0.000000  89000 
 241      31.26    16.47   -97.70   1757 0.126512  189.8 -18.61   1 -2.91  0.000000  89000 
 242      32.02    16.46   -97.66   1761 0.126800  190.2 -19.04   1 -2.91  0.000000  89000 
 243      32.82    16.45   -97.64   1766 0.127160  190.7 -19.48   1 -2.91  0.000000  89000 
 244      33.63    16.43   -97.63   1771 0.127520  191.3 -19.92   1 -2.91  0.000000  89000 
 245      34.42    16.42   -97.63   1776 0.127880  191.8 -20.35   1 -2.91  0.000000  89000 
 246      35.22    16.40   -97.63   1782 0.128312  192.5 -20.78   1 -2.91  0.000000  89000 
 247      35.97    16.39   -97.64   1787 0.128672  193.0 -21.18   1 -2.91  0.000000  89000 
 248      36.79    16.38   -97.65   1793 0.129104  193.7 -21.61   1 -2.91  0.000000  89000 
 249      37.64    16.36   -97.80   1801 0.129680  194.5 -22.03   1 -2.91  0.000000  89000 
 250      38.38    16.35   -97.67   1804 0.129896  194.8 -22.45   1 -2.91  0.000000  89000 
 251      39.19    16.33   -97.70   1811 0.130400  195.6 -22.86   1 -2.91  0.000000  89000 
 252      39.97    16.32   -97.68   1816 0.130760  196.1 -23.27   1 -2.91  0.000000  89000 
 253      40.78    16.30   -97.65   1822 0.131192  196.8 -23.69   1 -2.91  0.000000  89000 
 254      41.56    16.28   -97.67   1828 0.131624  197.4 -24.09   1 -2.91  0.000000  89000 
 255      42.38    16.27   -97.69   1835 0.132128  198.2 -24.50   1 -2.91  0.000000  89000 
 256      43.16    16.25   -97.67   1840 0.132488  198.7 -24.90   1 -2.91  0.000000  89000 
 257      43.95    16.23   -97.65   1846 0.132921  199.4 -25.30   1 -2.91  0.000000  89000 
 258      44.78    16.22   -97.70   1854 0.133497  200.2 -25.70   1 -2.91  0.000000  89000 
 259      45.56    16.20   -97.68   1860 0.133929  200.9 -26.09   1 -2.91  0.000000  89000 
 260      46.34    16.18   -97.64   1866 0.134361  201.5 -26.48   1 -2.91  0.000000  89000 
 261      47.16    16.16   -97.69   1874 0.134937  202.4 -26.87   1 -2.91  0.000000  89000 
 262      47.98    16.14   -97.70   1881 0.135441  203.2 -27.26   1 -2.91  0.000000  89000 
 263      48.72    16.12   -97.62   1886 0.135801  203.7 -27.64   1 -2.91  0.000000  89000 
 264      49.55    16.11   -97.67   1894 0.136377  204.6 -28.02   1 -2.91  0.000000  89000 
 265      50.36    16.09   -97.69   1901 0.136881  205.3 -28.40   1 -2.91  0.000000  89000 
 266      51.14    16.07   -97.67   1908 0.137385  206.1 -28.77   1 -2.91  0.000000  89000 
 267      51.94    16.05   -97.70   1916 0.137961  206.9 -29.14   1 -2.91  0.000000  89000 
 268      52.70    16.03   -97.62   1921 0.138321  207.5 -29.51   1 -2.91  0.000000  89000 
 269      53.46    16.01   -97.65   1929 0.138897  208.3 -29.85   1 -2.91  0.000000  89000 
 270      54.25    15.99   -97.65   1936 0.139401  209.1 -30.21   1 -2.91  0.000000  89000 
 271      55.03    15.97   -97.64   1943 0.139905  209.9 -30.57   1 -2.91  0.000000  89000 
 272      55.84    15.95   -97.65   1951 0.140481  210.7 -30.93   1 -2.91  0.000000  89000 
 273      56.64    15.93   -97.65   1959 0.141057  211.6 -31.28   1 -2.91  0.000000  89000 
 274      57.44    15.91   -97.63   1966 0.141561  212.3 -31.64   1 -2.91  0.000000  89000 
 275      58.20    15.89   -97.58   1973 0.142065  213.1 -31.99   1 -2.91  0.000000  89000 
 276      58.99    15.86   -97.60   1981 0.142641  214.0 -32.33   1 -2.91  0.000000  89000 
 277      59.81    15.84   -97.61   1990 0.143289  214.9 -32.68   1 -2.91  0.000000  89000 
 278      60.61    15.82   -97.62   1998 0.143865  215.8 -33.02   1 -2.91  0.000000  89000 
 279      61.45    15.80   -97.67   2007 0.144513  216.8 -33.36   1 -2.91  0.000000  89000 
 280      62.26    15.78   -97.71   2016 0.145161  217.7 -33.69   1 -2.91  0.000000  89000 
 281      63.00    15.76   -97.64   2022 0.145593  218.4 -34.02   1 -2.91  0.000000  89000 
 282      63.76    15.73   -97.59   2030 0.146169  219.3 -34.35   1 -2.91  0.000000  89000 
 283      64.56    15.71   -97.60   2038 0.146745  220.1 -34.68   1 -2.91  0.000000  89000 
 284      65.40    15.68   -97.63   2048 0.147465  221.2 -35.01   1 -2.91  0.000000  89000 
 285      66.20    15.66   -97.63   2056 0.148041  222.1 -35.33   1 -2.91  0.000000  89000 
 286      67.01    15.64   -97.65   2065 0.148690  223.0 -35.65   1 -2.91  0.000000  89000 
 287      67.74    15.62   -97.65   2073 0.149266  223.9 -35.94   1 -2.91  0.000000  89000 
 288      68.55    15.59   -97.66   2082 0.149914  224.9 -36.26   1 -2.91  0.000000  89000 
 289      69.37    15.57   -97.69   2091 0.150562  225.8 -36.57   1 -2.91  0.000000  89000 
 290      70.15    15.54   -97.66   2100 0.151210  226.8 -36.88   1 -2.91  0.000000  89000 
 291      70.90    15.52   -97.62   2107 0.151714  227.6 -37.18   1 -2.91  0.000000  89000 
 292      71.67    15.50   -97.57   2115 0.152290  228.4 -37.49   1 -2.91  0.000000  89000 
 293      72.51    15.47   -97.63   2126 0.153082  229.6 -37.79   1 -2.91  0.000000  89000 
 294      73.34    15.45   -97.66   2136 0.153802  230.7 -38.09   1 -2.91  0.000000  89000 
 295      74.12    15.42   -97.66   2144 0.154378  231.6 -38.38   1 -2.91  0.000000  89000 
 296      74.99    17.48   -97.68   2155 0.155170  232.8 -38.68   2 -1.91  0.000800  73000 
 297      75.80    17.47   -97.70   2164 0.155818  233.7 -38.97   2 -1.91  0.000800  73000 
 298      76.58    17.45   -97.69   2173 0.156466  234.7 -39.26   2 -1.91  0.000800  73000 
 299      77.38    17.43   -97.70   2183 0.157186  235.8 -39.54   2 -1.91  0.000800  73000 
 300      78.13    17.42   -97.70   2192 0.157834  236.8 -39.81   2 -1.91  0.000800  73000 
 301      78.93    17.40   -97.70   2201 0.158482  237.7 -40.09   2 -1.91  0.000800  73000 
 302      79.73    17.38   -97.70   2211 0.159202  238.8 -40.37   2 -1.91  0.000800  73000 
 303      80.48    17.37   -97.67   2219 0.159778  239.7 -40.64   2 -1.91  0.000800  73000 
 304      81.29    17.35   -97.66   2229 0.160498  240.7 -40.92   2 -1.91  0.000800  73000 
 305      82.06    17.33   -97.63   2238 0.161146  241.7 -41.19   2 -1.91  0.000800  73000 
 306      82.85    17.32   -97.63   2248 0.161866  242.8 -41.46   2 -1.91  0.000800  73000 
 307      83.70    17.30   -97.67   2258 0.162586  243.9 -41.73   2 -1.91  0.000800  73000 
 308      84.49    17.28   -97.68   2268 0.163306  245.0 -41.99   2 -1.91  0.000800  73000 
 309      85.31    17.26   -97.70   2279 0.164099  246.1 -42.25   2 -1.91  0.000800  73000 
 310      86.08    17.25   -97.69   2288 0.164747  247.1 -42.51   2 -1.91  0.000800  73000 
 311      86.88    17.23   -97.67   2298 0.165467  248.2 -42.77   2 -1.91  0.000800  73000 
 312      87.69    17.21   -97.68   2308 0.166187  249.3 -43.03   2 -1.91  0.000800  73000 
 313      88.55    17.19   -97.75   2320 0.167051  250.6 -43.28   2 -1.91  0.000800  73000 
 314      89.26    17.18   -97.73   2329 0.167699  251.5 -43.51   2 -1.91  0.000800  73000 
 315      90.02    17.16   -97.68   2338 0.168347  252.5 -43.76   2 -1.91  0.000800  73000 
 316      90.79    17.14   -97.65   2347 0.168995  253.5 -44.01   2 -1.91  0.000800  73000 
 317      91.56    17.12   -97.65   2357 0.169715  254.6 -44.25   2 -1.91  0.000800  73000 
 318      92.38    17.10   -97.67   2368 0.170507  255.8 -44.49   2 -1.91  0.000800  73000 
 319      93.21    17.08   -97.67   2378 0.171227  256.8 -44.74   2 -1.91  0.000800  73000 
 320      93.96    17.07   -97.67   2388 0.171947  257.9 -44.97   2 -1.91  0.000800  73000 
 321      94.76    17.05   -97.65   2398 0.172667  259.0 -45.21   2 -1.91  0.000800  73000 
 322      95.53    17.03   -97.64   2408 0.173387  260.1 -45.44   2 -1.91  0.000800  73000 
 323      96.32    17.01   -97.61   2418 0.174107  261.2 -45.68   2 -1.91  0.000800  73000 
 324      97.12    16.99   -97.62   2429 0.174899  262.3 -45.91   2 -1.91  0.000800  73000 
 325      97.96    16.97   -97.66   2440 0.175691  263.5 -46.14   2 -1.91  0.000800  73000 
 326      98.77    16.96   -97.68   2451 0.176483  264.7 -46.36   2 -1.91  0.000800  73000 
 327      99.55    16.94   -97.64   2461 0.177203  265.8 -46.59   2 -1.91  0.000800  73000 
 328     100.28    16.92   -97.66   2471 0.177923  266.9 -46.79   2 -1.91  0.000800  73000 
 329     101.09    16.90   -97.67   2482 0.178715  268.1 -47.01   2 -1.91  0.000800  73000 
 330     101.84    16.88   -97.63   2492 0.179435  269.2 -47.23   2 -1.91  0.000800  73000 
 331     102.65    16.86   -97.62   2503 0.180228  270.3 -47.45   2 -1.91  0.000800  73000 
 332     103.41    16.84   -97.62   2513 0.180948  271.4 -47.66   2 -1.91  0.000800  73000 
 333     104.26    16.82   -97.67   2525 0.181812  272.7 -47.87   2 -1.91  0.000800  73000 
 334     105.06    16.80   -97.64   2536 0.182604  273.9 -48.09   2 -1.91  0.000800  73000 
 335     105.84    16.78   -97.62   2546 0.183324  275.0 -48.30   2 -1.91  0.000800  73000 
 336     106.66    16.76   -97.66   2558 0.184188  276.3 -48.50   2 -1.91  0.000800  73000 
 337     107.46    16.74   -97.66   2569 0.184980  277.5 -48.71   2 -1.91  0.000800  73000 
 338     108.24    16.72   -97.66   2580 0.185772  278.7 -48.91   2 -1.91  0.000800  73000 
 339     109.09    16.70   -97.68   2592 0.186636  280.0 -49.12   2 -1.91  0.000800  73000 
 340     109.88    16.68   -97.68   2603 0.187428  281.1 -49.32   2 -1.91  0.000800  73000 
 341     110.52    16.67   -97.61   2611 0.188004  282.0 -49.50   2 -1.91  0.000800  73000 
 342     111.23    16.65   -97.56   2620 0.188652  283.0 -49.69   2 -1.91  0.000800  73000 
 343     111.98    16.63   -97.51   2630 0.189372  284.1 -49.89   2 -1.91  0.000800  73000 
 344     112.79    16.61   -97.53   2642 0.190236  285.4 -50.08   2 -1.91  0.000800  73000 
 345     113.69    16.59   -97.60   2655 0.191172  286.8 -50.28   2 -1.91  0.000800  73000 
 346     114.46    16.57   -97.58   2666 0.191964  287.9 -50.47   2 -1.91  0.000800  73000 
 347     115.27    16.55   -97.59   2677 0.192756  289.1 -50.66   2 -1.91  0.000800  73000 
 348     116.16    16.53   -97.69   2691 0.193764  290.6 -50.84   2 -1.91  0.000800  73000 
 349     116.93    16.51   -97.65   2701 0.194484  291.7 -51.03   2 -1.91  0.000800  73000 
 350     117.74    16.49   -97.67   2713 0.195349  293.0 -51.21   2 -1.91  0.000800  73000 
 351     118.55    16.46   -97.66   2725 0.196213  294.3 -51.40   2 -1.91  0.000800  73000 
 352     119.33    16.44   -97.65   2736 0.197005  295.5 -51.58   2 -1.91  0.000800  73000 
 353     120.04    16.43   -97.66   2746 0.197725  296.6 -51.74   2 -1.91  0.000800  73000 
 354     120.87    16.41   -97.67   2758 0.198589  297.9 -51.92   2 -1.91  0.000800  73000 
 355     121.65    16.39   -97.68   2769 0.199381  299.1 -52.09   2 -1.91  0.000800  73000 
 356     122.47    16.36   -97.68   2781 0.200245  300.4 -52.27   2 -1.91  0.000800  73000 
 357     123.12    16.34   -97.59   2790 0.200893  301.3 -52.44   2 -1.91  0.000800  73000 
 358     123.89    16.32   -97.54   2800 0.201613  302.4 -52.62   2 -1.91  0.000800  73000 
 359     124.80    16.30   -97.63   2815 0.202693  304.0 -52.79   2 -1.91  0.000800  73000 
 360     125.68    16.28   -97.68   2828 0.203629  305.4 -52.96   2 -1.91  0.000800  73000 
 361     126.41    16.26   -97.67   2839 0.204421  306.6 -53.12   2 -1.91  0.000800  73000 
 362     127.16    16.24   -97.62   2849 0.205141  307.7 -53.29   2 -1.91  0.000800  73000 
 363     127.97    16.22   -97.62   2861 0.206005  309.0 -53.46   2 -1.91  0.000800  73000 
 364     128.79    16.20   -97.65   2873 0.206869  310.3 -53.62   2 -1.91  0.000800  73000 
 365     129.52    16.18   -97.60   2884 0.207661  311.5 -53.78   2 -1.91  0.000800  73000 
 366     130.26    16.16   -97.60   2894 0.208381  312.6 -53.93   2 -1.91  0.000800  73000 
 367     131.06    16.14   -97.60   2906 0.209245  313.9 -54.09   2 -1.91  0.000800  73000 
 368     131.90    16.11   -97.62   2919 0.210181  315.3 -54.25   2 -1.91  0.000800  73000 
 369     132.73    16.10   -97.66   2932 0.211118  316.7 -54.40   2 -1.91  0.000800  73000 
 370     133.54    16.07   -97.66   2944 0.211982  318.0 -54.56   2 -1.91  0.000800  73000 
 371     134.30    16.05   -97.62   2955 0.212774  319.2 -54.72   2 -1.91  0.000800  73000 
 372     135.19    16.03   -97.70   2969 0.213782  320.7 -54.87   2 -1.91  0.000800  73000 
 373     135.99    16.01   -97.70   2981 0.214646  322.0 -55.02   2 -1.91  0.000800  73000 
 374     136.65    15.98   -97.61   2990 0.215294  322.9 -55.17   2 -1.91  0.000800  73000 
 375     137.44    15.97   -97.61   3002 0.216158  324.2 -55.32   2 -1.91  0.000800  73000 
 376     138.19    15.94   -97.58   3013 0.216950  325.4 -55.47   2 -1.91  0.000800  73000 
 377     138.91    15.93   -97.62   3024 0.217742  326.6 -55.59   2 -1.91  0.000800  73000 
 378     139.85    15.90   -97.70   3039 0.218822  328.2 -55.74   2 -1.91  0.000800  73000 
 379     140.74    15.88   -97.78   3053 0.219830  329.7 -55.88   2 -1.91  0.000800  73000 
 380     141.54    15.86   -97.77   3065 0.220694  331.0 -56.03   2 -1.91  0.000800  73000 
 381     142.19    15.84   -97.68   3074 0.221342  332.0 -56.17   2 -1.91  0.000800  73000 
 382     142.95    15.82   -97.66   3085 0.222134  333.2 -56.31   2 -1.91  0.000800  73000 
 383     143.77    15.79   -97.68   3098 0.223070  334.6 -56.45   2 -1.91  0.000800  73000 
 384     144.46    15.78   -97.58   3108 0.223790  335.7 -56.60   2 -1.91  0.000800  73000 
 385     145.30    15.75   -97.64   3121 0.224726  337.1 -56.73   2 -1.91  0.000800  73000 
 386     146.30    15.73   -97.75   3137 0.225878  338.8 -56.87   2 -1.91  0.000800  73000 
 387     147.02    15.70   -97.69   3148 0.226671  340.0 -57.01   2 -1.91  0.000800  73000 
 388     147.62    15.69   -97.59   3156 0.227247  340.9 -57.14   2 -1.91  0.000800  73000 
 389     148.31    15.66   -97.58   3167 0.228039  342.1 -57.26   2 -1.91  0.000800  73000 
 390     149.15    15.65   -97.62   3180 0.228975  343.5 -57.39   2 -1.91  0.000800  73000 
 391     149.88    15.62   -97.55   3191 0.229767  344.7 -57.53   2 -1.91  0.000800  73000 
 392     150.94    15.60   -97.71   3208 0.230991  346.5 -57.66   2 -1.91  0.000800  73000 
 393     151.71    15.58   -97.70   3220 0.231855  347.8 -57.79   2 -1.91  0.000800  73000 
 394     152.52    15.55   -97.70   3233 0.232791  349.2 -57.92   2 -1.91  0.000800  73000 
 395     153.23    15.54   -97.65   3243 0.233511  350.3 -58.05   2 -1.91  0.000800  73000 
 396     154.02    15.51   -97.67   3256 0.234447  351.7 -58.17   2 -1.91  0.000800  73000 
 397     154.90    15.49   -97.71   3270 0.235455  353.2 -58.30   2 -1.91  0.000800  73000 
 398     155.63    15.46   -97.65   3281 0.236247  354.4 -58.43   2 -1.91  0.000800  73000 
 399     156.50    15.44   -97.70   3294 0.237183  355.8 -58.55   2 -1.91  0.000800  73000 
